Vestiging;Naam vestiging;Datum;Afzet CE Totaal
3191;Leeuwarden - Stadionplein 3;09-04-2024;1325
3191;Leeuwarden - Stadionplein 3;10-04-2024;1360
3191;Leeuwarden - Stadionplein 3;11-04-2024;1536
3191;Leeuwarden - Stadionplein 3;12-04-2024;2245
3191;Leeuwarden - Stadionplein 3;13-04-2024;2054
3191;Leeuwarden - Stadionplein 3;14-04-2024;1265
3192;Oegstgeest - Lange Voort 2F;08-04-2024;957
3192;Oegstgeest - Lange Voort 2F;09-04-2024;871
3192;Oegstgeest - Lange Voort 2F;10-04-2024;1043
3192;Oegstgeest - Lange Voort 2F;11-04-2024;964
3192;Oegstgeest - Lange Voort 2F;12-04-2024;1537
3192;Oegstgeest - Lange Voort 2F;13-04-2024;1506
3192;Oegstgeest - Lange Voort 2F;14-04-2024;832
3193;Aardenburg - Peurssensstraat 21;08-04-2024;355
3193;Aardenburg - Peurssensstraat 21;09-04-2024;250
3193;Aardenburg - Peurssensstraat 21;10-04-2024;363
3193;Aardenburg - Peurssensstraat 21;11-04-2024;356
3193;Aardenburg - Peurssensstraat 21;12-04-2024;445
3193;Aardenburg - Peurssensstraat 21;13-04-2024;602
3193;Aardenburg - Peurssensstraat 21;14-04-2024;512
3194;Roosendaal - Lindenburg 2-4;08-04-2024;1663
3194;Roosendaal - Lindenburg 2-4;09-04-2024;1499
3194;Roosendaal - Lindenburg 2-4;10-04-2024;1825
3194;Roosendaal - Lindenburg 2-4;11-04-2024;1709
3194;Roosendaal - Lindenburg 2-4;12-04-2024;2288
3194;Roosendaal - Lindenburg 2-4;13-04-2024;2264
3194;Roosendaal - Lindenburg 2-4;14-04-2024;1496
3195;Nieuw Vennep - De Symfonie 65;08-04-2024;925
3195;Nieuw Vennep - De Symfonie 65;09-04-2024;892
3195;Nieuw Vennep - De Symfonie 65;10-04-2024;991
3195;Nieuw Vennep - De Symfonie 65;11-04-2024;953
3195;Nieuw Vennep - De Symfonie 65;12-04-2024;1634
3195;Nieuw Vennep - De Symfonie 65;13-04-2024;1647
3195;Nieuw Vennep - De Symfonie 65;14-04-2024;969
3196;Appingedam - Harddraversplein 1-5;08-04-2024;977
3196;Appingedam - Harddraversplein 1-5;09-04-2024;846
3196;Appingedam - Harddraversplein 1-5;10-04-2024;943
3196;Appingedam - Harddraversplein 1-5;11-04-2024;995
3196;Appingedam - Harddraversplein 1-5;12-04-2024;1314
3196;Appingedam - Harddraversplein 1-5;13-04-2024;1162
3196;Appingedam - Harddraversplein 1-5;14-04-2024;758
3402;Arnhem - Oostburgwal 12;08-04-2024;1133
3402;Arnhem - Oostburgwal 12;09-04-2024;1001
3402;Arnhem - Oostburgwal 12;10-04-2024;1287
3402;Arnhem - Oostburgwal 12;11-04-2024;1047
3402;Arnhem - Oostburgwal 12;12-04-2024;1444
3402;Arnhem - Oostburgwal 12;13-04-2024;1582
3402;Arnhem - Oostburgwal 12;14-04-2024;1225
3403;Woerden - Tournoysveld 92;08-04-2024;1397
3403;Woerden - Tournoysveld 92;09-04-2024;1182
3403;Woerden - Tournoysveld 92;10-04-2024;1349
3403;Woerden - Tournoysveld 92;11-04-2024;1233
3403;Woerden - Tournoysveld 92;12-04-2024;1729
3403;Woerden - Tournoysveld 92;13-04-2024;1878
3403;Woerden - Tournoysveld 92;14-04-2024;1302
3405;Zoetermeer - Groenblauwlaan 109;08-04-2024;1166
3405;Zoetermeer - Groenblauwlaan 109;09-04-2024;996
3405;Zoetermeer - Groenblauwlaan 109;10-04-2024;1270
3405;Zoetermeer - Groenblauwlaan 109;11-04-2024;1036
3405;Zoetermeer - Groenblauwlaan 109;12-04-2024;1531
3405;Zoetermeer - Groenblauwlaan 109;13-04-2024;1406
3405;Zoetermeer - Groenblauwlaan 109;14-04-2024;899
3406;Hapert - Markt 26;08-04-2024;906
3406;Hapert - Markt 26;09-04-2024;740
3406;Hapert - Markt 26;10-04-2024;878
3406;Hapert - Markt 26;11-04-2024;764
3406;Hapert - Markt 26;12-04-2024;1211
3406;Hapert - Markt 26;13-04-2024;1099
3406;Hapert - Markt 26;14-04-2024;704
3407;Hengelo - Willem de Merodestraat 34-40;08-04-2024;606
3407;Hengelo - Willem de Merodestraat 34-40;09-04-2024;693
3407;Hengelo - Willem de Merodestraat 34-40;10-04-2024;732
3407;Hengelo - Willem de Merodestraat 34-40;11-04-2024;671
3407;Hengelo - Willem de Merodestraat 34-40;12-04-2024;853
3407;Hengelo - Willem de Merodestraat 34-40;13-04-2024;930
3407;Hengelo - Willem de Merodestraat 34-40;14-04-2024;680
3410;Krabbendijke - Dorpsstraat 90;08-04-2024;832
3410;Krabbendijke - Dorpsstraat 90;09-04-2024;599
3410;Krabbendijke - Dorpsstraat 90;10-04-2024;713
3410;Krabbendijke - Dorpsstraat 90;11-04-2024;730
3410;Krabbendijke - Dorpsstraat 90;12-04-2024;1297
3410;Krabbendijke - Dorpsstraat 90;13-04-2024;1477
3411;Raalte - Kwartel 2;08-04-2024;402
3411;Raalte - Kwartel 2;09-04-2024;404
3411;Raalte - Kwartel 2;10-04-2024;492
3411;Raalte - Kwartel 2;11-04-2024;575
3411;Raalte - Kwartel 2;12-04-2024;676
3411;Raalte - Kwartel 2;13-04-2024;839
3411;Raalte - Kwartel 2;14-04-2024;191
3414;Breskens - Burg. van Zuyenstraat 79;08-04-2024;1305
3414;Breskens - Burg. van Zuyenstraat 79;09-04-2024;1003
3414;Breskens - Burg. van Zuyenstraat 79;10-04-2024;948
3414;Breskens - Burg. van Zuyenstraat 79;11-04-2024;878
3414;Breskens - Burg. van Zuyenstraat 79;12-04-2024;1220
3414;Breskens - Burg. van Zuyenstraat 79;13-04-2024;1448
3414;Breskens - Burg. van Zuyenstraat 79;14-04-2024;800
3415;Haarlem - Engelenburg 70;08-04-2024;1191
3415;Haarlem - Engelenburg 70;09-04-2024;990
3415;Haarlem - Engelenburg 70;10-04-2024;1101
3415;Haarlem - Engelenburg 70;11-04-2024;1123
3415;Haarlem - Engelenburg 70;12-04-2024;1372
3415;Haarlem - Engelenburg 70;13-04-2024;1444
3415;Haarlem - Engelenburg 70;14-04-2024;1084
3416;Zetten - Julianaplein 8;08-04-2024;568
3416;Zetten - Julianaplein 8;09-04-2024;485
3416;Zetten - Julianaplein 8;10-04-2024;591
3416;Zetten - Julianaplein 8;11-04-2024;680
3416;Zetten - Julianaplein 8;12-04-2024;948
3416;Zetten - Julianaplein 8;13-04-2024;1048
3418;Glanerbrug - Schoolstraat 60;08-04-2024;1084
3418;Glanerbrug - Schoolstraat 60;09-04-2024;974
3418;Glanerbrug - Schoolstraat 60;10-04-2024;1001
3418;Glanerbrug - Schoolstraat 60;11-04-2024;1023
3418;Glanerbrug - Schoolstraat 60;12-04-2024;1560
3418;Glanerbrug - Schoolstraat 60;13-04-2024;1626
3418;Glanerbrug - Schoolstraat 60;14-04-2024;1171
3420;St. Nicolaasga - Molewei 1;08-04-2024;550
3420;St. Nicolaasga - Molewei 1;09-04-2024;460
3420;St. Nicolaasga - Molewei 1;10-04-2024;559
3420;St. Nicolaasga - Molewei 1;11-04-2024;581
3420;St. Nicolaasga - Molewei 1;12-04-2024;924
3420;St. Nicolaasga - Molewei 1;13-04-2024;928
3420;St. Nicolaasga - Molewei 1;14-04-2024;528
3421;Purmerend - Gildeplein 58;08-04-2024;1893
3421;Purmerend - Gildeplein 58;09-04-2024;1660
3421;Purmerend - Gildeplein 58;10-04-2024;2067
3421;Purmerend - Gildeplein 58;11-04-2024;1902
3421;Purmerend - Gildeplein 58;12-04-2024;2699
3421;Purmerend - Gildeplein 58;13-04-2024;2517
3421;Purmerend - Gildeplein 58;14-04-2024;1819
3422;Landgraaf - Vivaldipassage 5;08-04-2024;1266
3422;Landgraaf - Vivaldipassage 5;09-04-2024;1199
3422;Landgraaf - Vivaldipassage 5;10-04-2024;1165
3422;Landgraaf - Vivaldipassage 5;11-04-2024;1244
3422;Landgraaf - Vivaldipassage 5;12-04-2024;1468
3422;Landgraaf - Vivaldipassage 5;13-04-2024;1572
3422;Landgraaf - Vivaldipassage 5;14-04-2024;1084
3426;Amersfoort - Zonnewijzer 21;08-04-2024;1168
3426;Amersfoort - Zonnewijzer 21;09-04-2024;961
3426;Amersfoort - Zonnewijzer 21;10-04-2024;1214
3426;Amersfoort - Zonnewijzer 21;11-04-2024;1222
3426;Amersfoort - Zonnewijzer 21;12-04-2024;1820
3426;Amersfoort - Zonnewijzer 21;13-04-2024;1985
3426;Amersfoort - Zonnewijzer 21;14-04-2024;1360
3427;Amsterdam - Oostelijke Handelskade 1005;08-04-2024;1871
3427;Amsterdam - Oostelijke Handelskade 1005;09-04-2024;1598
3427;Amsterdam - Oostelijke Handelskade 1005;10-04-2024;1785
3427;Amsterdam - Oostelijke Handelskade 1005;11-04-2024;1761
3427;Amsterdam - Oostelijke Handelskade 1005;12-04-2024;2488
3427;Amsterdam - Oostelijke Handelskade 1005;13-04-2024;2541
3427;Amsterdam - Oostelijke Handelskade 1005;14-04-2024;1743
3428;Amsterdam - Reigersbos 196;08-04-2024;1946
3428;Amsterdam - Reigersbos 196;09-04-2024;1738
3428;Amsterdam - Reigersbos 196;10-04-2024;2022
3428;Amsterdam - Reigersbos 196;11-04-2024;1937
3428;Amsterdam - Reigersbos 196;12-04-2024;2388
3428;Amsterdam - Reigersbos 196;13-04-2024;2538
3428;Amsterdam - Reigersbos 196;14-04-2024;1651
3429;Amsterdam - Wisseloord 126;08-04-2024;2116
3429;Amsterdam - Wisseloord 126;09-04-2024;1817
3429;Amsterdam - Wisseloord 126;10-04-2024;2079
3429;Amsterdam - Wisseloord 126;11-04-2024;1931
3429;Amsterdam - Wisseloord 126;12-04-2024;2474
3429;Amsterdam - Wisseloord 126;13-04-2024;2474
3429;Amsterdam - Wisseloord 126;14-04-2024;2062
3434;Berkel en Rodenrijs - Esdoornlaan 1;08-04-2024;735
3434;Berkel en Rodenrijs - Esdoornlaan 1;09-04-2024;779
3434;Berkel en Rodenrijs - Esdoornlaan 1;10-04-2024;853
3434;Berkel en Rodenrijs - Esdoornlaan 1;11-04-2024;714
3434;Berkel en Rodenrijs - Esdoornlaan 1;12-04-2024;1018
3434;Berkel en Rodenrijs - Esdoornlaan 1;13-04-2024;1184
3434;Berkel en Rodenrijs - Esdoornlaan 1;14-04-2024;609
3438;Breukelen - Karel Doormanweg 10-25;08-04-2024;697
3438;Breukelen - Karel Doormanweg 10-25;09-04-2024;448
3438;Breukelen - Karel Doormanweg 10-25;10-04-2024;621
3438;Breukelen - Karel Doormanweg 10-25;11-04-2024;634
3438;Breukelen - Karel Doormanweg 10-25;12-04-2024;859
3438;Breukelen - Karel Doormanweg 10-25;13-04-2024;906
3438;Breukelen - Karel Doormanweg 10-25;14-04-2024;374
3440;Dalfsen - Wilhelminastraat 18;08-04-2024;813
3440;Dalfsen - Wilhelminastraat 18;09-04-2024;641
3440;Dalfsen - Wilhelminastraat 18;10-04-2024;718
3440;Dalfsen - Wilhelminastraat 18;11-04-2024;817
3440;Dalfsen - Wilhelminastraat 18;12-04-2024;1131
3440;Dalfsen - Wilhelminastraat 18;13-04-2024;1171
3442;Delft - Vrijheidslaan 1;08-04-2024;1384
3442;Delft - Vrijheidslaan 1;09-04-2024;1164
3442;Delft - Vrijheidslaan 1;10-04-2024;1492
3442;Delft - Vrijheidslaan 1;11-04-2024;1477
3442;Delft - Vrijheidslaan 1;12-04-2024;1788
3442;Delft - Vrijheidslaan 1;13-04-2024;1749
3442;Delft - Vrijheidslaan 1;14-04-2024;1592
3444;Den Haag - Volendamlaan 670;08-04-2024;1912
3444;Den Haag - Volendamlaan 670;09-04-2024;1773
3444;Den Haag - Volendamlaan 670;10-04-2024;1876
3444;Den Haag - Volendamlaan 670;11-04-2024;1975
3444;Den Haag - Volendamlaan 670;12-04-2024;2374
3444;Den Haag - Volendamlaan 670;13-04-2024;2544
3444;Den Haag - Volendamlaan 670;14-04-2024;2004
3448;Duiven - Pastoriestraat 2;08-04-2024;580
3448;Duiven - Pastoriestraat 2;09-04-2024;608
3448;Duiven - Pastoriestraat 2;10-04-2024;551
3448;Duiven - Pastoriestraat 2;11-04-2024;646
3448;Duiven - Pastoriestraat 2;12-04-2024;895
3448;Duiven - Pastoriestraat 2;13-04-2024;954
3448;Duiven - Pastoriestraat 2;14-04-2024;669
3451;Eersel - Willibrorduslaan 8;08-04-2024;1031
3451;Eersel - Willibrorduslaan 8;09-04-2024;913
3451;Eersel - Willibrorduslaan 8;10-04-2024;1028
3451;Eersel - Willibrorduslaan 8;11-04-2024;962
3451;Eersel - Willibrorduslaan 8;12-04-2024;1529
3451;Eersel - Willibrorduslaan 8;13-04-2024;1461
3451;Eersel - Willibrorduslaan 8;14-04-2024;947
3452;Eibergen - Brink 35;08-04-2024;538
3452;Eibergen - Brink 35;09-04-2024;507
3452;Eibergen - Brink 35;10-04-2024;835
3452;Eibergen - Brink 35;11-04-2024;633
3452;Eibergen - Brink 35;12-04-2024;1030
3452;Eibergen - Brink 35;13-04-2024;1010
3452;Eibergen - Brink 35;14-04-2024;537
3454;Elst - Basilica 19;08-04-2024;848
3454;Elst - Basilica 19;09-04-2024;808
3454;Elst - Basilica 19;10-04-2024;923
3454;Elst - Basilica 19;11-04-2024;939
3454;Elst - Basilica 19;12-04-2024;1203
3454;Elst - Basilica 19;13-04-2024;945
3454;Elst - Basilica 19;14-04-2024;561
3455;Elst - Europaplein 22;08-04-2024;1140
3455;Elst - Europaplein 22;09-04-2024;974
3455;Elst - Europaplein 22;10-04-2024;1021
3455;Elst - Europaplein 22;11-04-2024;1178
3455;Elst - Europaplein 22;12-04-2024;1721
3455;Elst - Europaplein 22;13-04-2024;1699
3455;Elst - Europaplein 22;14-04-2024;748
3456;Emmeloord - Europalaan 33;08-04-2024;1612
3456;Emmeloord - Europalaan 33;09-04-2024;1327
3456;Emmeloord - Europalaan 33;10-04-2024;1773
3456;Emmeloord - Europalaan 33;11-04-2024;1426
3456;Emmeloord - Europalaan 33;12-04-2024;1904
3456;Emmeloord - Europalaan 33;13-04-2024;1919
3456;Emmeloord - Europalaan 33;14-04-2024;5
3458;Etten-Leur - Kerkwerve 25;08-04-2024;1543
3458;Etten-Leur - Kerkwerve 25;09-04-2024;1276
3458;Etten-Leur - Kerkwerve 25;10-04-2024;1441
3458;Etten-Leur - Kerkwerve 25;11-04-2024;1428
3458;Etten-Leur - Kerkwerve 25;12-04-2024;1779
3458;Etten-Leur - Kerkwerve 25;13-04-2024;2086
3458;Etten-Leur - Kerkwerve 25;14-04-2024;1085
3459;Fijnaart - Kadedijk 120;08-04-2024;624
3459;Fijnaart - Kadedijk 120;09-04-2024;431
3459;Fijnaart - Kadedijk 120;10-04-2024;615
3459;Fijnaart - Kadedijk 120;11-04-2024;568
3459;Fijnaart - Kadedijk 120;12-04-2024;959
3459;Fijnaart - Kadedijk 120;13-04-2024;989
3459;Fijnaart - Kadedijk 120;14-04-2024;569
3462;Heel - Dorpsstraat 21;08-04-2024;993
3462;Heel - Dorpsstraat 21;09-04-2024;1012
3462;Heel - Dorpsstraat 21;10-04-2024;1197
3462;Heel - Dorpsstraat 21;11-04-2024;1081
3462;Heel - Dorpsstraat 21;12-04-2024;1532
3462;Heel - Dorpsstraat 21;13-04-2024;1578
3462;Heel - Dorpsstraat 21;14-04-2024;1128
3463;Heemskerk - Haydnplein 8;08-04-2024;2439
3463;Heemskerk - Haydnplein 8;09-04-2024;2390
3463;Heemskerk - Haydnplein 8;10-04-2024;2607
3463;Heemskerk - Haydnplein 8;11-04-2024;2407
3463;Heemskerk - Haydnplein 8;12-04-2024;3289
3463;Heemskerk - Haydnplein 8;13-04-2024;3223
3463;Heemskerk - Haydnplein 8;14-04-2024;1961
3464;Hengelo - Dikkersplein 9;08-04-2024;1340
3464;Hengelo - Dikkersplein 9;09-04-2024;1458
3464;Hengelo - Dikkersplein 9;10-04-2024;1421
3464;Hengelo - Dikkersplein 9;11-04-2024;1502
3464;Hengelo - Dikkersplein 9;12-04-2024;2032
3464;Hengelo - Dikkersplein 9;13-04-2024;2130
3464;Hengelo - Dikkersplein 9;14-04-2024;1122
3466;Hillegom - Jonkheer Mockkade 6;08-04-2024;1599
3466;Hillegom - Jonkheer Mockkade 6;09-04-2024;1356
3466;Hillegom - Jonkheer Mockkade 6;10-04-2024;1637
3466;Hillegom - Jonkheer Mockkade 6;11-04-2024;1560
3466;Hillegom - Jonkheer Mockkade 6;12-04-2024;2441
3466;Hillegom - Jonkheer Mockkade 6;13-04-2024;2352
3466;Hillegom - Jonkheer Mockkade 6;14-04-2024;1707
3470;IJsselstein - De Biezen 11;08-04-2024;763
3470;IJsselstein - De Biezen 11;09-04-2024;635
3470;IJsselstein - De Biezen 11;10-04-2024;862
3470;IJsselstein - De Biezen 11;11-04-2024;876
3470;IJsselstein - De Biezen 11;12-04-2024;1357
3470;IJsselstein - De Biezen 11;13-04-2024;1350
3470;IJsselstein - De Biezen 11;14-04-2024;864
3471;Leeuwarden - Cambuurplein 66;08-04-2024;2020
3471;Leeuwarden - Cambuurplein 66;09-04-2024;1463
3471;Leeuwarden - Cambuurplein 66;10-04-2024;1649
3471;Leeuwarden - Cambuurplein 66;11-04-2024;1765
3471;Leeuwarden - Cambuurplein 66;12-04-2024;2136
3471;Leeuwarden - Cambuurplein 66;13-04-2024;2122
3471;Leeuwarden - Cambuurplein 66;14-04-2024;1658
3473;Leeuwarden - Kruisdobbe 4;08-04-2024;869
3473;Leeuwarden - Kruisdobbe 4;09-04-2024;691
3473;Leeuwarden - Kruisdobbe 4;10-04-2024;974
3473;Leeuwarden - Kruisdobbe 4;11-04-2024;1032
3473;Leeuwarden - Kruisdobbe 4;12-04-2024;1474
3473;Leeuwarden - Kruisdobbe 4;13-04-2024;1619
3473;Leeuwarden - Kruisdobbe 4;14-04-2024;727
3475;Lichtenvoorde - Van Heijdenstraat 17;08-04-2024;812
3475;Lichtenvoorde - Van Heijdenstraat 17;09-04-2024;826
3475;Lichtenvoorde - Van Heijdenstraat 17;10-04-2024;800
3475;Lichtenvoorde - Van Heijdenstraat 17;11-04-2024;1108
3475;Lichtenvoorde - Van Heijdenstraat 17;12-04-2024;1727
3475;Lichtenvoorde - Van Heijdenstraat 17;13-04-2024;1553
3475;Lichtenvoorde - Van Heijdenstraat 17;14-04-2024;872
3477;Loenen aan de Vecht - Rijksstraatweg 127-129;08-04-2024;587
3477;Loenen aan de Vecht - Rijksstraatweg 127-129;09-04-2024;616
3477;Loenen aan de Vecht - Rijksstraatweg 127-129;10-04-2024;624
3477;Loenen aan de Vecht - Rijksstraatweg 127-129;11-04-2024;505
3477;Loenen aan de Vecht - Rijksstraatweg 127-129;12-04-2024;853
3477;Loenen aan de Vecht - Rijksstraatweg 127-129;13-04-2024;1032
3477;Loenen aan de Vecht - Rijksstraatweg 127-129;14-04-2024;544
3478;Maartensdijk - Maertensplein 31;08-04-2024;655
3478;Maartensdijk - Maertensplein 31;09-04-2024;609
3478;Maartensdijk - Maertensplein 31;10-04-2024;622
3478;Maartensdijk - Maertensplein 31;11-04-2024;639
3478;Maartensdijk - Maertensplein 31;12-04-2024;801
3478;Maartensdijk - Maertensplein 31;13-04-2024;1110
3479;Maassluis - Lange boonestraat 31;08-04-2024;1164
3479;Maassluis - Lange boonestraat 31;09-04-2024;1049
3479;Maassluis - Lange boonestraat 31;10-04-2024;1226
3479;Maassluis - Lange boonestraat 31;11-04-2024;1070
3479;Maassluis - Lange boonestraat 31;12-04-2024;1406
3479;Maassluis - Lange boonestraat 31;13-04-2024;1374
3479;Maassluis - Lange boonestraat 31;14-04-2024;795
3480;Maastricht - Brusselsepoort 19;08-04-2024;1415
3480;Maastricht - Brusselsepoort 19;09-04-2024;1338
3480;Maastricht - Brusselsepoort 19;10-04-2024;1373
3480;Maastricht - Brusselsepoort 19;11-04-2024;1416
3480;Maastricht - Brusselsepoort 19;12-04-2024;1909
3480;Maastricht - Brusselsepoort 19;13-04-2024;2094
3480;Maastricht - Brusselsepoort 19;14-04-2024;1000
3482;Made - Stationsstraat 19;08-04-2024;737
3482;Made - Stationsstraat 19;09-04-2024;581
3482;Made - Stationsstraat 19;10-04-2024;804
3482;Made - Stationsstraat 19;11-04-2024;789
3482;Made - Stationsstraat 19;12-04-2024;1305
3482;Made - Stationsstraat 19;13-04-2024;1272
3482;Made - Stationsstraat 19;14-04-2024;807
3483;Monster - Molenstraat 9C;08-04-2024;509
3483;Monster - Molenstraat 9C;09-04-2024;452
3483;Monster - Molenstraat 9C;10-04-2024;561
3483;Monster - Molenstraat 9C;11-04-2024;559
3483;Monster - Molenstraat 9C;12-04-2024;797
3483;Monster - Molenstraat 9C;13-04-2024;862
3483;Monster - Molenstraat 9C;14-04-2024;380
3486;Ouddorp - Molenweg 4;08-04-2024;1019
3486;Ouddorp - Molenweg 4;09-04-2024;793
3486;Ouddorp - Molenweg 4;10-04-2024;782
3486;Ouddorp - Molenweg 4;11-04-2024;906
3486;Ouddorp - Molenweg 4;12-04-2024;1482
3486;Ouddorp - Molenweg 4;13-04-2024;1449
3487;Panningen - Kerkstraat 43;08-04-2024;1689
3487;Panningen - Kerkstraat 43;09-04-2024;1148
3487;Panningen - Kerkstraat 43;10-04-2024;1597
3487;Panningen - Kerkstraat 43;11-04-2024;1523
3487;Panningen - Kerkstraat 43;12-04-2024;2139
3487;Panningen - Kerkstraat 43;13-04-2024;1947
3487;Panningen - Kerkstraat 43;14-04-2024;1383
3491;Sneek - Normandiaplein 4;08-04-2024;822
3491;Sneek - Normandiaplein 4;09-04-2024;771
3491;Sneek - Normandiaplein 4;10-04-2024;1013
3491;Sneek - Normandiaplein 4;11-04-2024;894
3491;Sneek - Normandiaplein 4;12-04-2024;1091
3491;Sneek - Normandiaplein 4;13-04-2024;1272
3491;Sneek - Normandiaplein 4;14-04-2024;822
3492;Soest - Zuidpromenade 6;08-04-2024;753
3492;Soest - Zuidpromenade 6;09-04-2024;696
3492;Soest - Zuidpromenade 6;10-04-2024;821
3492;Soest - Zuidpromenade 6;11-04-2024;659
3492;Soest - Zuidpromenade 6;12-04-2024;1188
3492;Soest - Zuidpromenade 6;13-04-2024;1173
3492;Soest - Zuidpromenade 6;14-04-2024;728
3493;Stadskanaal - Beneluxlaan 6;08-04-2024;1582
3493;Stadskanaal - Beneluxlaan 6;09-04-2024;1250
3493;Stadskanaal - Beneluxlaan 6;10-04-2024;1318
3493;Stadskanaal - Beneluxlaan 6;11-04-2024;1556
3493;Stadskanaal - Beneluxlaan 6;12-04-2024;2141
3493;Stadskanaal - Beneluxlaan 6;13-04-2024;1983
3493;Stadskanaal - Beneluxlaan 6;14-04-2024;1006
3494;Steenwijk - Steenwijkerdiep 61;08-04-2024;1235
3494;Steenwijk - Steenwijkerdiep 61;09-04-2024;1030
3494;Steenwijk - Steenwijkerdiep 61;10-04-2024;1221
3494;Steenwijk - Steenwijkerdiep 61;11-04-2024;1440
3494;Steenwijk - Steenwijkerdiep 61;12-04-2024;2156
3494;Steenwijk - Steenwijkerdiep 61;13-04-2024;1925
3494;Steenwijk - Steenwijkerdiep 61;14-04-2024;1008
3496;Vaassen - Kosterstraat 3;08-04-2024;549
3496;Vaassen - Kosterstraat 3;09-04-2024;507
3496;Vaassen - Kosterstraat 3;10-04-2024;579
3496;Vaassen - Kosterstraat 3;11-04-2024;741
3496;Vaassen - Kosterstraat 3;12-04-2024;881
3496;Vaassen - Kosterstraat 3;13-04-2024;986
3496;Vaassen - Kosterstraat 3;14-04-2024;2
3501;Deventer - Constantijn Huygensstraat 2;08-04-2024;967
3501;Deventer - Constantijn Huygensstraat 2;09-04-2024;1028
3501;Deventer - Constantijn Huygensstraat 2;10-04-2024;996
3501;Deventer - Constantijn Huygensstraat 2;11-04-2024;1027
3501;Deventer - Constantijn Huygensstraat 2;12-04-2024;1519
3501;Deventer - Constantijn Huygensstraat 2;13-04-2024;1461
3501;Deventer - Constantijn Huygensstraat 2;14-04-2024;1156
3502;Raalte - Domineeskamp 6;08-04-2024;1008
3502;Raalte - Domineeskamp 6;09-04-2024;1061
3502;Raalte - Domineeskamp 6;10-04-2024;1039
3502;Raalte - Domineeskamp 6;11-04-2024;1264
3502;Raalte - Domineeskamp 6;12-04-2024;1828
3502;Raalte - Domineeskamp 6;13-04-2024;1744
3502;Raalte - Domineeskamp 6;14-04-2024;701
3504;Veenendaal - Dr. Slotemaker de Bruinestr 20;08-04-2024;1132
3504;Veenendaal - Dr. Slotemaker de Bruinestr 20;09-04-2024;1024
3504;Veenendaal - Dr. Slotemaker de Bruinestr 20;10-04-2024;1249
3504;Veenendaal - Dr. Slotemaker de Bruinestr 20;11-04-2024;1109
3504;Veenendaal - Dr. Slotemaker de Bruinestr 20;12-04-2024;1712
3504;Veenendaal - Dr. Slotemaker de Bruinestr 20;13-04-2024;1773
3507;Baarle-Nassau - St. Annaplein 15;08-04-2024;1208
3507;Baarle-Nassau - St. Annaplein 15;09-04-2024;863
3507;Baarle-Nassau - St. Annaplein 15;10-04-2024;888
3507;Baarle-Nassau - St. Annaplein 15;11-04-2024;871
3507;Baarle-Nassau - St. Annaplein 15;12-04-2024;1279
3507;Baarle-Nassau - St. Annaplein 15;13-04-2024;1580
3507;Baarle-Nassau - St. Annaplein 15;14-04-2024;1258
3508;Beilen - Ventweg Zuid 3;08-04-2024;1441
3508;Beilen - Ventweg Zuid 3;09-04-2024;996
3508;Beilen - Ventweg Zuid 3;10-04-2024;1170
3508;Beilen - Ventweg Zuid 3;11-04-2024;1351
3508;Beilen - Ventweg Zuid 3;12-04-2024;2131
3508;Beilen - Ventweg Zuid 3;13-04-2024;1616
3508;Beilen - Ventweg Zuid 3;14-04-2024;899
3512;Woerden - Molenvlietbrink 18;08-04-2024;1212
3512;Woerden - Molenvlietbrink 18;09-04-2024;1046
3512;Woerden - Molenvlietbrink 18;10-04-2024;1271
